id,product_code,name,volume,price,category,stock,image_url,target_gender,target_age_group,mood_tag,usage_context
11,c657b334-1d73-44af-b7cc-74d5d5bd1efa,Nước tương đậu nành Maggi đậm đặc,700ml,35000,Gia vị,77,https://drive.google.com/uc?export=view&id=1iKECt4Wv0p_o3K05YbOleT-4QXW4dt-9,unisex,25_34,neutral,daily
12,32c195be-0444-4c26-8b09-761cb0b32136,Nước tương đậu nành Maggi thanh dịu,700ml,22000,Gia vị,20,https://drive.google.com/uc?export=view&id=18XJSC_64KITS-r0F1P1fHTvzQxbvnHtB,unisex,25_34,neutral,daily
13,2bcfabb7-eedf-4da1-ad8c-f464bb3e5ee6,Nước tương Tam Thái Tử Nhất Ca sánh đậm,500ml,26000,Gia vị,38,https://drive.google.com/uc?export=view&id=1TJbDXViPN2FxPXsRGwExjDu8ji2lXtun,unisex,25_34,neutral,daily
14,7d31d029-8f17-4074-ad5e-96f50b6b9465,Nước tương thượng hạng Nam Dương chính hiệu Con Mèo Đen,500ml,41000,Gia vị,200,https://drive.google.com/uc?export=view&id=1eXojJfbfLO8zAqTLkic658UuPAbky3nr,unisex,25_34,neutral,daily
15,cebc7811-c35c-4a9d-8b37-854d28b07b22,Thùng 30 gói mì Hảo Hảo tôm chua cay 75g,1 thùng,116000,Mì / Bún / Phở,145,https://drive.google.com/uc?export=view&id=17rMg2KsxOtTCTB1OA2QC93n2kN7me9G7,unisex,18_24,anger,quick_meal
16,9ce59ad8-ccbb-49de-9acf-155792a5655f,Thùng 30 gói mì Hảo Hảo sa tế hành tím 75g,1 thùng,119000,Mì / Bún / Phở,102,https://drive.google.com/uc?export=view&id=1sdbVTAmCSC3oik5SiRBV6Or6HZbj2gIk,unisex,18_24,tired,quick_meal
17,85b32dea-9fe5-4511-aa87-20e9db48996c,Thùng 30 gói mì xào Hảo Hảo tôm xào chua ngọt 75g,1 thùng,119000,Mì / Bún / Phở,98,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2565/87000/bhx/slide-2_202410151117466632.jpg,unisex,18_24,tired,quick_meal
18,fc0359c0-800a-40c9-8e49-660ab593f7e3,Thùng 30 gói mì Kokomi 90 tôm chua cay 90g,1 thùng,117000,Mì / Bún / Phở,182,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2565/212760/bhx/thung-30-goi-mi-kokomi-90-tom-chua-cay-90g_202504011327571500.jpg,unisex,18_24,anger,quick_meal
19,aca2f004-f76e-481b-abe7-d495d4a2d9d1,Thùng 24 ly mì Handy Hảo Hảo tôm chua cay 67g,1 thùng,208000,Mì / Bún / Phở,57,https://cdn.tgdd.vn/Products/Images/2565/175906/bhx/thung-24-ly-mi-handy-hao-hao-tom-chua-cay-67g-201912051406241113.jpg,unisex,18_24,anger,quick_meal
20,d9f8c780-f6e0-408f-9147-1072585bee2d,Mì Kokomi 90 tôm chua cay gói 90g,1 gói,4500,Mì / Bún / Phở,149,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2565/212759/bhx/mi-kokomi-90-tom-chua-cay-goi-90g_202504011313272490.jpg,unisex,18_24,anger,quick_meal
21,9ad51e21-230b-486c-abce-5487f7b09ed3,Mì Hảo 100 tôm chua cay gói 65g,1 gói,3400,Mì / Bún / Phở,142,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2565/77617/bhx/mi-hao-100-tom-chua-cay-65g_202506302046333086.jpg,unisex,18_24,anger,quick_meal
22,4f92b81a-203d-4ec7-b261-f1ffbe9b5ec4,Mì xào khô Indomie Mi Goreng vị đặc biệt gói 85g,1 gói,5900,Mì / Bún / Phở,123,https://cdn.tgdd.vn/Products/Images/2565/106457/bhx/mi-xao-kho-indomie-mi-goreng-goi-85g-201912111531110055.jpg,unisex,18_24,tired,quick_meal
23,9d0cd1db-dbef-4a18-b865-111036abce29,Thùng 24 gói miến Phú Hương thịt bằm 55g,1 thùng,250000,Mì / Bún / Phở,119,https://cdn.tgdd.vn/Products/Images/2965/86012/bhx/thung-24-goi-mien-phu-huong-thit-bam-55g-202209121417388176.jpg,unisex,18_24,tired,quick_meal
24,0c8ccc68-ac2a-4543-99d6-166020d0dbfa,Thùng 24 gói miến Phú Hương sườn heo 55g,1 thùng ,250000,Mì / Bún / Phở,86,https://cdn.tgdd.vn/Products/Images/2965/86017/bhx/thung-24-goi-mien-phu-huong-suon-heo-58g-202209101649442959.jpg,unisex,18_24,tired,quick_meal
25,6ea2d57b-df3a-4461-8a6e-db601dd728eb,Miến trộn Phú Hương hải sản cay gói 66g,1 gói,11500,Mì / Bún / Phở,83,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2965/332970/bhx/thiet-ke-chua-co-ten-2024-12-10t144324627_202412101443467397.jpg,unisex,18_24,anger,quick_meal
26,92e98c7f-ab4f-4150-b20a-c06c519dc674,Miến trộn Phú Hương gà xào chua ngọt gói 69g,1 gói,11500,Mì / Bún / Phở,127,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2965/332962/bhx/thiet-ke-chua-co-ten-2024-12-10t104556328_202412101049169053.jpg,unisex,18_24,tired,quick_meal
27,b048d361-49e5-4b05-8560-1b82458ef15b,Bún cá cay Hằng Nga gói 70g,1 gói,10000,Mì / Bún / Phở,146,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2566/348005/bhx/anh-slide-1_202509160941138646.jpg,unisex,18_24,anger,quick_meal
28,91aed179-28dd-4cb2-96db-44c239795d5f,Phở bò Vifon gói 90g (có gói thịt thật),1 gói,17000,Mì / Bún / Phở,87,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2566/342372/bhx/pho-bo-vifon-goi-90g-co-goi-thit-that_202508211334203532.jpg,unisex,18_24,tired,quick_meal
29,0e9e5f9f-bf21-41ba-b432-761f82316db3,Lốc 5 gói phở bò tái lăn Đệ Nhất gói 68g,1 lốc,52000,Mì / Bún / Phở,68,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2566/333862/bhx/bs9a0644_202501061621212353.jpg,unisex,18_24,tired,quick_meal
30,f91639d0-6dfc-4083-a260-a2ad3c65eb41,Lốc 5 gói phở gà Đệ Nhất gói 65g,1 lốc ,43000,Mì / Bún / Phở,90,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2566/333860/bhx/loc-5-goi-pho-de-nhat-goi-65g_202504240949457726.jpg,unisex,18_24,tired,quick_meal
31,26cbd778-6e9e-46de-a952-c88d7b54be33,Thùng 24 bịch sữa dinh dưỡng ít đường Dutch Lady 180ml,1 thùng,170000,Sữa & chế phẩm,35,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2386/241457/bhx/thung-24-bich-sua-tuoi-tiet-trung-it-duong-dutch-lady-canxi-protein-180ml_202504211356194586.jpg,unisex,25_34,neutral,daily
32,58fe169c-bca1-464e-a180-f17b0a59883e,Thùng 48 hộp sữa tươi tiệt trùng có đường Dutch Lady 180ml,1 thùng,345000,Sữa & chế phẩm,37,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2386/86175/bhx/sua-tt-cghl-duong-180ml-thung_202504211602138584.jpg,unisex,25_34,neutral,daily
33,f5833d36-7b7f-4702-937f-8d1286c31a38,Thùng 48 hộp sữa tươi tiệt trùng ít đường TH true MILK 110ml,1 thùng,270000,Sữa & chế phẩm,116,https://cdn.tgdd.vn/Products/Images/2386/85876/bhx/thung-48-hop-sua-tuoi-tiet-trung-it-duong-th-true-milk-110ml-202211171539239485.jpg,unisex,25_34,neutral,daily
34,15458477-33d0-4386-bf74-bc53f8887361,Thùng 48 bịch sữa tươi tiệt trùng ít đường TH true MILK 220ml,1 thùng,375000,Sữa & chế phẩm,21,https://cdn.tgdd.vn/Products/Images/2386/86199/bhx/thung-48-bich-sua-tuoi-tiet-trung-it-duong-th-true-milk-220ml-202208011002337875.jpg,unisex,25_34,neutral,daily
35,313a33b8-b547-45a7-ae0a-92edf3d8ed09,Thùng 12 hộp sữa tươi tiệt trùng không đường Vinamilk Sữa tươi 100% 1 lít,1 thùng,385000,Sữa & chế phẩm,164,https://cdn.tgdd.vn/Products/Images/2386/88762/bhx/thung-12-hop-sua-tuoi-tiet-trung-khong-duong-vinamilk-sua-tuoi-100-1-lit-202404021058296104.jpg,unisex,25_34,neutral,daily
36,6ea649b0-f9e4-44cb-9fb9-768d1889cdf6,Thùng 48 hộp sữa tươi tiệt trùng ít đường TH true MILK 180ml,1 thùng,425000,Sữa & chế phẩm,122,https://cdn.tgdd.vn/Products/Images/2386/85853/bhx/thung-48-hop-sua-tuoi-tiet-trung-it-duong-th-true-milk-180ml-202104081706329168.jpg,unisex,25_34,neutral,daily
37,6f831c1e-17cc-4ea1-848a-33cbc4c7ec9a,Thùng 48 bịch sữa tươi tiệt trùng nguyên chất không đường TH true MILK 220ml,1 thùng,375000,Sữa & chế phẩm,180,https://cdn.tgdd.vn/Products/Images/2386/86201/bhx/thung-48-bich-sua-tuoi-tiet-trung-nguyen-chat-khong-duong-th-true-milk-220ml-202104090010317648.jpg,unisex,25_34,neutral,daily
38,bd3729b1-38e4-4118-8d61-d2cb460b770e,Thùng 48 hộp sữa tươi tiệt trùng có đường TH true MILK 180ml,1 thùng,425000,Sữa & chế phẩm,90,https://cdn.tgdd.vn/Products/Images/2386/85859/bhx/thung-48-hop-sua-tuoi-tiet-trung-co-duong-th-true-milk-180ml-202104091503000890.jpg,unisex,25_34,neutral,daily
39,0e3740f8-9d6f-4f7b-b1bb-3b719c18c93b,Thùng 48 bịch sữa dinh dưỡng có đường Vinamilk 220ml,1 thùng,330000,Sữa & chế phẩm,96,https://cdn.tgdd.vn/Products/Images/2386/85837/bhx/thung-48-bich-sua-dinh-duong-co-duong-vinamilk-a-d3-220ml-202401241421584327.jpg,unisex,25_34,neutral,daily
40,662bdd0b-b218-4630-b448-3d2702743375,Thùng 48 hộp sữa tươi tiệt trùng nguyên chất TH true MILK 180ml,1 thùng,425000,Sữa & chế phẩm,96,https://cdn.tgdd.vn/Products/Images/2386/85872/bhx/thung-48-hop-sua-tuoi-tiet-trung-nguyen-chat-khong-duong-th-true-milk-180ml-202104091501209650.jpg,unisex,25_34,neutral,daily
41,8c0bd0e0-9c72-4d67-9c29-61b269b31df8,Thùng 48 hộp sữa tươi tiệt trùng ít đường Vinamilk 100% Sữa tươi 180ml,1 thùng,355000,Sữa & chế phẩm,171,https://cdn.tgdd.vn/Products/Images/2386/85530/bhx/thung-48-hop-sua-tuoi-tiet-trung-it-duong-vinamilk-100-sua-tuoi-180ml-202310071419459272.jpg,unisex,25_34,neutral,daily
42,13cbc909-c57c-4c13-8304-1abb2e7d16e6,Thùng 12 hộp sữa tươi tiệt trùng nguyên chất không đường TH true MILK hộp 1 lít,1 thùng,455000,Sữa & chế phẩm,51,https://cdn.tgdd.vn/Products/Images/2386/92114/bhx/thung-12-hop-sua-tuoi-tiet-trung-nguyen-chat-khong-duong-th-true-milk-hop-1-lit-202209261451014805.jpg,unisex,25_34,neutral,daily
43,d4bfaf6c-3b76-40b5-b6d1-ff43f5cd2555,Thùng 48 hộp sữa tươi tiệt trùng vị tự nhiên TH true MILK Hilo 180ml,1 thùng,470000,Sữa & chế phẩm,59,https://cdn.tgdd.vn/Products/Images/2386/264128/bhx/thung-48-hop-sua-tuoi-tiet-trung-vi-tu-nhien-th-true-milk-hilo-180ml-202203301614110704.jpg,unisex,25_34,neutral,daily
44,5fa3eef2-4d7e-4720-b97e-5173a5175c91,Thùng 48 hộp sữa tươi tiệt trùng có đường Vinamilk 100% Sữa tươi 180ml,1 thùng,355000,Sữa & chế phẩm,67,https://cdn.tgdd.vn/Products/Images/2386/85844/bhx/thung-48-hop-sua-tuoi-tiet-trung-co-duong-vinamilk-100-sua-tuoi-180ml-202404020950234025.jpg,unisex,25_34,neutral,daily
45,70aecc30-273a-4640-ae9e-bf45c96ba51b,Thùng 48 hộp sữa tươi tiệt trùng có đường lof Kun 100% Sữa tươi 180ml,1 thùng,376000,Sữa & chế phẩm,96,https://cdn.tgdd.vn/Products/Images/2386/311185/bhx/thung-48-hop-sua-tuoi-tiet-trung-co-duong-lof-kun-100-sua-tuoi-180ml-202308161315279959.jpg,unisex,25_34,neutral,daily
46,8636600f-9b6f-4cb4-a120-cf70c55c20e6,Lốc 4 hộp sữa lúa mạch ít đường Milo A2 180ml,1 lốc,35000,Sữa & chế phẩm,70,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2945/336177/bhx/loc-4-hop-sua-lua-mach-it-duong-milo-a2-180ml_202504101051223453.jpg,unisex,25_34,neutral,daily
47,a38415d3-461f-40db-836e-c2658544e3ff,Lốc 4 hộp Sữa socola lúa mạch Lof Kun có thạch 170ml,1 lốc,33500,Sữa & chế phẩm,62,https://cdn.tgdd.vn/Products/Images/2945/327986/bhx/loc-4-hop-sua-socola-lua-mach-lif-kun-co-thach-170ml-202407161553487408.jpg,unisex,25_34,neutral,daily
48,daa15e61-ad90-41f8-aecf-9db0eefdf004,Lốc 4 hộp Sữa lúa mạch vị socola Ovaltine bổ sung canxi 180ml,1 lốc,34000,Sữa & chế phẩm,67,https://cdn.tgdd.vn/Products/Images/2945/306189/bhx/loc-4-hop-sua-lua-mach-vi-socola-ovaltine-bo-sung-canxi-180ml-202305061029435525.jpg,unisex,25_34,neutral,daily
49,7ca3de98-74e3-4a43-9113-06cb5c8f9e50,Lốc 4 hộp sữa lúa mạch Ovaltine DHA+ 180ml,1 lốc,34000,Sữa & chế phẩm,54,https://cdn.tgdd.vn/Products/Images/2945/250744/bhx/loc-4-hop-thuc-uong-dinh-duong-ovaltine-dha-180ml-202112200952265125.jpg,unisex,25_34,neutral,daily
50,16150fd4-8086-42ac-a03a-6bcfd77425f2,Lốc 4 hộp Sữa lúa mạch BFAST bổ sung canxi 180ml,1 lốc,27000,Sữa & chế phẩm,99,https://cdn.tgdd.vn/Products/Images/2945/240661/bhx/loc-4-hop-sua-lua-mach-bfast-180ml-202106020921059723.jpg,unisex,25_34,neutral,daily
51,11f2305b-4158-4922-83d3-32a4ec214596,Thùng 48 hộp sữa chua uống hương cam YoMost 170ml,1 thùng,298000,Sữa & chế phẩm,156,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2944/86162/bhx/scu-yomost-cam-170ml-thung_202510301416044859.jpg,unisex,25_34,neutral,daily
52,ea03fd89-98bb-42ca-900a-59f1006717b8,Thùng 48 hộp sữa chua uống hương bạc hà và việt quất YoMost 170ml,1 thùng,298000,Sữa & chế phẩm,40,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2944/178948/bhx/thung-sua-chua-uong-yomost-vi-bac-ha-va-viet-quat_202510301512243610.jpg,unisex,25_34,neutral,daily
53,d5b1b057-5bcf-4629-a973-7f8e9c0bca3c,Thùng 48 hộp sữa chua lên men tự nhiên hương nho có thạch LOF Malto 170ml,1 thùng,273000,Sữa & chế phẩm,84,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2944/339218/bhx/loc-4-hop-sua-chua-len-men-tu-nhien-huong-nho-co-thach-lof-malto-170ml-clone_202506051414593308.jpg,unisex,25_34,neutral,daily
54,c5544e90-b58e-4a17-89af-5f131087703b,Lốc 4 hộp sữa chua lên men tự nhiên hương nho có thạch LOF Malto 170ml,1 lốc,34500,Sữa & chế phẩm,29,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2944/339217/bhx/loc-4-hop-sua-chua-len-men-tu-nhien-huong-nho-lof-malto-180ml-clone_202506051408491703.jpg,unisex,25_34,neutral,daily
55,4deccf3e-0f6b-4f7e-932a-5acf275d938f,Lốc 4 chai sữa chua uống hương việt quất Nutriboost Hy Lạp 170ml,1 lốc,37000,Sữa & chế phẩm,12,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2947/331455/bhx/z-1_202410260910183398.jpg,unisex,25_34,neutral,daily
56,c11379c8-f11b-4bc0-bc6b-32483cb53628,Lốc 4 chai sữa chua uống hương cam Nutriboost Hy Lạp 170ml,1 lốc,37000,Sữa & chế phẩm,17,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2947/331454/bhx/z_202410260909016033.jpg,unisex,25_34,neutral,daily
57,e56f880f-1868-440c-aef9-7faa345362ed,Sữa chua uống hương cam Nutriboost Hy Lạp chai 170ml,1 chai,10000,Sữa & chế phẩm,92,https://cdn.tgdd.vn/Products/Images/2944/322885/bhx/nuoc-uong-sua-chua-hy-lap-nutriboost-huong-viet-quat-170ml-clone-202403091221289021.jpg,unisex,25_34,neutral,daily
58,54ee9149-caee-4c90-9f0d-8a89945ffa5f,Sữa chua uống hương việt quất Nutriboost Hy Lạp chai 170ml,1 chai,10000,Sữa & chế phẩm,122,https://cdn.tgdd.vn/Products/Images/2944/322884/bhx/sua-trai-cay-nutriboost-huong-banh-quy-kem-297ml-clone-202403091152182464.jpg,unisex,25_34,neutral,daily
59,b9c6ad3b-cba2-4de1-96f6-b27fe38a368f,Lốc 4 hộp sữa chua uống hương bạc hà và việt quất YoMost 170ml,1 lốc,29000,Sữa & chế phẩm,197,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2944/178947/bhx/sua-chua-uong-yomost-vi-bac-ha-va-viet-quat-4-hop_202510301511214809.jpg,unisex,25_34,neutral,daily
60,af2ba8ff-ed0a-4780-9152-5d873dba29b3,Lốc 4 hộp sữa chua có đường Nutimilk 100g,1 lốc,26000,Sữa & chế phẩm,154,https://cdn.tgdd.vn/Products/Images/7558/222522/bhx/loc-4-hop-sua-chua-nutifood-co-duong-100g-202103300934287321.jpg,unisex,25_34,neutral,daily
61,cfcd4967-30f5-4502-acbe-6b72adfab32b,Lốc 4 hũ sữa chua ăn có đường Lothamilk 100g,1 lốc,25500,Sữa & chế phẩm,149,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7558/239327/bhx/loc-4-hu-sua-chua-an-lothamilk-co-duong-100g_202510211129104224.jpg,unisex,25_34,neutral,daily
62,8e6ed997-217f-4dc4-ba92-611c2a6bbd91,Lốc 4 hộp sữa chua ăn ít đường Nutimilk 100g,1 lốc,26000,Sữa & chế phẩm,95,https://cdn.tgdd.vn/Products/Images/7558/324700/bhx/loc-4-hop-sua-chua-an-it-duong-nutimilk-100g-202405200928563578.jpg,unisex,25_34,neutral,daily
63,ffab1e43-67a3-4455-b9f5-ece65ebd4ebb,Lốc 4 hộp sữa chua ăn nha đam Lothamilk 100g,1 lốc,30000,Sữa & chế phẩm,39,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7558/333033/bhx/loc-4-hop-sua-chua-an-nha-dam-lothamilk-100g_202510211118293630.jpg,unisex,25_34,neutral,daily
64,0f123724-4435-43b5-a850-de579646313d,Lốc 4 hộp sữa chua nha đam Nutimilk 100g,1 lốc,31000,Sữa & chế phẩm,66,https://cdn.tgdd.vn/Products/Images/7558/222523/bhx/loc-4-hop-sua-chua-nutimilk-nha-dam-100g-202401230920278850.jpg,unisex,25_34,neutral,daily
65,0433b59d-902c-4298-8e26-55d4ccbaf182,Lốc 4 hộp sữa chua ăn không đường Nutimilk 100g,1 lốc,26000,Sữa & chế phẩm,56,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7558/333973/bhx/loc-4-hop-sua-chua-an-khong-duong-nutimilk-100g_202511082156122563.jpg,unisex,25_34,neutral,daily
66,59989980-7fbb-4c6a-bf32-5d2cb1fa21c5,Lốc 4 hộp sữa chua có đường Happy Star Vinamilk 100g,1 lốc,25500,Sữa & chế phẩm,25,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7558/333017/bhx/frame-2-4_202412111402186906.jpg,unisex,25_34,neutral,daily
67,a67c2aa4-d081-41f2-a440-30d00cd60c5b,Lốc 2 hũ sữa chua nếp cẩm Sài Gòn Milk 120g,1 lốc,27000,Sữa & chế phẩm,186,https://cdn.tgdd.vn/Products/Images/7558/290308/bhx/loc-2-hu-sua-chua-sai-gon-milk-nep-cam-120g-202209171649472335.jpg,unisex,25_34,neutral,daily
68,5d22b162-c9c6-4540-ab8a-ff709f7148e3,Lốc 4 hộp váng sữa hương vani Hoff 55g,1 lốc,65000,Sữa & chế phẩm,80,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7558/323731/bhx/loc-4-hop-vang-sua-huong-vani-hoff-55g_202510281104441650.jpg,unisex,25_34,neutral,daily
69,c6db64ee-92ea-4113-8297-a2e94c4f6be6,Lốc 4 hộp váng sữa dinh dưỡng Gotz 55g,1 lốc,34500,Sữa & chế phẩm,29,https://cdn.tgdd.vn/Products/Images/7558/323717/bhx/loc-4-hop-vang-sua-dinh-duong-gotz-55g-202403221236478534.jpg,unisex,25_34,neutral,daily
70,83bab65c-5e02-45a8-936d-58eaa4e206a2,Thùng 24 lon Bia Tiger lon 250ml,1 thùng,258000,Đồ uống có cồn,52,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2282/328904/bhx/412208-3-1_202501040858596027.jpg,unisex,25_34,happy,party
71,bbd97816-ba62-4a9a-8384-7d7bff031ab1,Thùng 24 lon Bia Heineken Silver 250ml,1 thùng,355000,Đồ uống có cồn,18,https://cdn.tgdd.vn/Products/Images/2282/268673/bhx/thung-24-lon-bia-heineken-silver-250ml-202307071033264741.jpg,unisex,25_34,happy,party
72,ecb6b5c5-539c-4c4a-89a3-ad676f69c353,Thùng 24 lon Bia Sài Gòn Lager 330ml,1 thùng,258000,Đồ uống có cồn,139,https://cdn.tgdd.vn/Products/Images/2282/158349/bhx/thung-24-lon-bia-sai-gon-lager-330ml-202110111038141085.jpg,unisex,25_34,happy,party
73,c57b5193-7c6a-4e72-be5f-bf08951cd0ec,Thùng 24 lon Bia Tiger Bạc 330ml,1 thùng,395000,Đồ uống có cồn,166,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2282/77606/bhx/412208-7_202501040910505920.jpg,unisex,25_34,happy,party
74,bfc156f1-4268-4720-ba38-b2f6882dc6bd,Thùng 24 lon Bia Tiger Bạc 250ml,1 thùng,276000,Đồ uống có cồn,15,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2282/328902/bhx/412208-4-1_202501040903412829.jpg,unisex,25_34,happy,party
75,adaf187e-c86b-4ead-a4fc-fa93d98d1735,Thùng 24 lon Bia Blanc 1664 330ml,1 thùng,410000,Đồ uống có cồn,167,https://cdn.tgdd.vn/Products/Images/2282/252737/bhx/thung-24-lon-bia-blanc-1664-330ml-202407061001226425.jpg,unisex,25_34,happy,party
76,aa017cb5-b496-42a5-9417-beec7b243112,Thùng 12 lon bia Hoegaarden Peach vị đào 500ml,1 thùng,445000,Đồ uống có cồn,14,https://cdn.tgdd.vn/Products/Images/2282/303826/bhx/thung-12-lon-bia-hoegaarden-peach-vi-dao-500ml-202303151341125768.jpg,unisex,25_34,happy,party
77,48e76a9b-f890-482e-8a03-cd6700870620,Thùng 12 lon bia Budweiser 500ml,1 thùng,349000,Đồ uống có cồn,194,https://cdn.tgdd.vn/Products/Images/2282/176454/bhx/thung-12-lon-bia-budweiser-500ml-202103162311285122.jpg,unisex,25_34,happy,party
78,23ac668a-0cd2-437b-8ff2-4e7f09f1f70e,Bia Lạc Việt lon 330ml,1 lon,12000,Đồ uống có cồn,135,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2282/277840/bhx/bia-lac-viet-lon-330ml_202505281337499597.jpg,unisex,25_34,happy,party
79,dcf4b890-c91e-4ef3-bf6e-b4433d191182,Bia Corona Extra chai 250ml,1 lon,31000,Đồ uống có cồn,141,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2282/335844/bhx/bia-corona-extra-300ml-clone_202503181510233947.jpg,unisex,25_34,happy,party
80,77e0bf6d-eb78-4ab7-8a73-d61458d018c6,Rượu soju Heejin vị việt quất 12% chai 360ml,1 chai,45000,Đồ uống có cồn,74,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/9498/329239/bhx/z-7_202410221349597530.jpg,unisex,25_34,neutral,daily
81,1485f5ea-a1a9-4383-98c4-338a415c5e3d,Rượu soju Heejin vị đào 12% chai 360ml,1 chai,45000,Đồ uống có cồn,21,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/9498/329238/bhx/z-8_202410221351142717.jpg,unisex,25_34,neutral,daily
82,7301020d-0402-4b78-969e-9e061a2a830f,Rượu soju Heejin vị dâu 12% chai 360ml,1 chai,45000,Đồ uống có cồn,95,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/9498/329237/bhx/z-6_202410221352004307.jpg,unisex,25_34,neutral,daily
83,a0500366-8dd9-44bc-ad93-6e2f9241f1bf,Rượu soju Rice+ hương dứa 12.5% chai 360ml,1 chai,45000,Đồ uống có cồn,120,https://cdn.tgdd.vn/Products/Images/9498/320034/bhx/ruou-soju-rice-huong-dua-125-chai-360ml-202401071911290498.jpg,unisex,25_34,neutral,daily
